neighbourhood_group,neighbourhood,room_type,price,availability_365
Brooklyn,Prospect Heights,Entire home_apt,150,363
Manhattan,Harlem,Private room,69,86
Manhattan,Harlem,Private room,300,83
Brooklyn,Boerum Hill,Entire home_apt,230,0
Manhattan,Midtown,Entire home_apt,125,0
Brooklyn,Bedford-Stuyvesant,Private room,79,264
Brooklyn,Fort Greene,Private room,130,305
Brooklyn,Clinton Hill,Private room,239,356
Staten Island,Shore Acres,Entire home_apt,75,278
Brooklyn,Williamsburg,Entire home_apt,220,135
Brooklyn,Bedford-Stuyvesant,Entire home_apt,80,308
Manhattan,East Village,Entire home_apt,288,229
Brooklyn,Bedford-Stuyvesant,Entire home_apt,135,273
Manhattan,West Village,Entire home_apt,225,83
Manhattan,Chinatown,Private room,110,281
Brooklyn,Bedford-Stuyvesant,Entire home_apt,100,321
Manhattan,Hell's Kitchen,Private room,130,303
Manhattan,East Village,Private room,89,192
Brooklyn,Sunset Park,Entire home_apt,200,0
Brooklyn,Bedford-Stuyvesant,Entire home_apt,80,36
Bronx,Concourse,Private room,50,271
Manhattan,East Harlem,Entire home_apt,135,341
Manhattan,East Village,Private room,90,333
Manhattan,SoHo,Private room,270,210
Brooklyn,Bedford-Stuyvesant,Entire home_apt,110,231
Manhattan,East Harlem,Entire home_apt,145,308
Manhattan,Hell's Kitchen,Entire home_apt,179,292
Queens,Ridgewood,Private room,55,311
Manhattan,Midtown,Private room,110,264
Manhattan,Harlem,Entire home_apt,325,153
Queens,Long Island City,Private room,75,219
Brooklyn,South Slope,Entire home_apt,300,0
Manhattan,West Village,Private room,130,332
Manhattan,Midtown,Entire home_apt,190,120
Manhattan,Lower East Side,Entire home_apt,200,191
Brooklyn,Williamsburg,Entire home_apt,180,248
Brooklyn,DUMBO,Entire home_apt,350,67
Manhattan,East Village,Entire home_apt,160,0
Manhattan,Kips Bay,Entire home_apt,195,325
Manhattan,Greenwich Village,Entire home_apt,241,249
Manhattan,Chinatown,Entire home_apt,300,0
Queens,Ditmars Steinway,Entire home_apt,75,313
Manhattan,Lower East Side,Entire home_apt,100,0
Manhattan,Gramercy,Entire home_apt,399,12
Brooklyn,Fort Greene,Private room,85,69
Brooklyn,Prospect-Lefferts Gardens,Entire home_apt,80,0
Brooklyn,Prospect Heights,Private room,55,293
Brooklyn,Clinton Hill,Private room,438,363
Brooklyn,Bedford-Stuyvesant,Entire home_apt,110,4
Manhattan,West Village,Entire home_apt,200,257
Brooklyn,Clinton Hill,Private room,279,362
Brooklyn,Williamsburg,Entire home_apt,137,0
Brooklyn,Bedford-Stuyvesant,Entire home_apt,280,365
Brooklyn,Williamsburg,Entire home_apt,199,102
Manhattan,Inwood,Private room,71,26
Bronx,Kingsbridge,Private room,42,302
Brooklyn,Bedford-Stuyvesant,Entire home_apt,180,280
Manhattan,Chelsea,Entire home_apt,226,302
Brooklyn,Crown Heights,Private room,85,281
Manhattan,Gramercy,Entire home_apt,135,0
Queens,Elmhurst,Entire home_apt,79,297
Manhattan,Lower East Side,Entire home_apt,154,246
Brooklyn,Greenpoint,Entire home_apt,199,60
Manhattan,West Village,Entire home_apt,700,296
Manhattan,West Village,Entire home_apt,246,0
Manhattan,Washington Heights,Private room,125,364
Brooklyn,Bedford-Stuyvesant,Private room,100,281
Brooklyn,Williamsburg,Entire home_apt,295,0
Brooklyn,Crown Heights,Private room,150,0
Manhattan,Chinatown,Entire home_apt,119,0
Manhattan,Harlem,Private room,125,365
Manhattan,Harlem,Entire home_apt,400,365
Manhattan,Greenwich Village,Entire home_apt,850,249
Brooklyn,Williamsburg,Private room,129,303
Manhattan,Upper West Side,Private room,140,300
Manhattan,Chinatown,Private room,115,323
Manhattan,East Harlem,Entire home_apt,200,0
Brooklyn,Sunset Park,Entire home_apt,96,204
Brooklyn,Greenpoint,Entire home_apt,199,60
Brooklyn,Greenpoint,Entire home_apt,199,84
Brooklyn,Greenpoint,Entire home_apt,199,60
Brooklyn,Brighton Beach,Private room,69,303
Manhattan,Upper West Side,Entire home_apt,185,261
Manhattan,Harlem,Private room,81,0
Brooklyn,Greenpoint,Entire home_apt,199,60
Brooklyn,Greenpoint,Entire home_apt,199,60
Brooklyn,Greenpoint,Entire home_apt,199,60
Brooklyn,Greenpoint,Entire home_apt,199,56
Brooklyn,Greenpoint,Entire home_apt,199,84
Brooklyn,Greenpoint,Private room,349,58
Brooklyn,Greenpoint,Private room,249,60
Brooklyn,Greenpoint,Private room,299,60
Brooklyn,Greenpoint,Private room,179,81
Queens,Jackson Heights,Private room,54,365
Brooklyn,Greenpoint,Private room,599,60
Brooklyn,Clinton Hill,Entire home_apt,110,0
Brooklyn,Bushwick,Entire home_apt,220,297
Brooklyn,Williamsburg,Private room,89,91
Brooklyn,Bedford-Stuyvesant,Entire home_apt,170,315
Manhattan,Nolita,Entire home_apt,495,338
Queens,Sunnyside,Entire home_apt,80,40
Manhattan,Chelsea,Entire home_apt,760,361
Brooklyn,Cobble Hill,Private room,98,288
Brooklyn,Bedford-Stuyvesant,Entire home_apt,125,218
Brooklyn,Cypress Hills,Private room,48,1
Brooklyn,Williamsburg,Private room,64,117
Brooklyn,Clinton Hill,Entire home_apt,154,0
Brooklyn,Park Slope,Entire home_apt,139,204
Queens,St. Albans,Private room,75,0
Manhattan,West Village,Entire home_apt,325,20
Manhattan,Chelsea,Entire home_apt,195,0
Manhattan,Harlem,Private room,58,0
Staten Island,Arrochar,Entire home_apt,250,333
Staten Island,Arrochar,Private room,50,189
Staten Island,Arrochar,Entire home_apt,125,353
Brooklyn,Fort Greene,Entire home_apt,70,0
Manhattan,Upper East Side,Entire home_apt,189,206
Brooklyn,Bedford-Stuyvesant,Entire home_apt,130,1
Manhattan,West Village,Entire home_apt,145,0
Manhattan,Financial District,Private room,101,307
Manhattan,Chelsea,Private room,95,0
Manhattan,West Village,Entire home_apt,375,0
Manhattan,Lower East Side,Entire home_apt,153,27
Brooklyn,East Flatbush,Entire home_apt,92,27
Manhattan,Lower East Side,Private room,80,348
Manhattan,West Village,Entire home_apt,300,246
Brooklyn,Fort Greene,Entire home_apt,145,15
Manhattan,East Village,Private room,88,0
Manhattan,Harlem,Entire home_apt,155,5
Brooklyn,Williamsburg,Entire home_apt,185,0
Queens,Sunnyside,Private room,73,0
Manhattan,Upper West Side,Entire home_apt,225,107
Manhattan,Morningside Heights,Private room,85,144
Brooklyn,Crown Heights,Private room,99,98
Brooklyn,Cypress Hills,Private room,48,0
Manhattan,Theater District,Entire home_apt,200,0
Manhattan,Upper East Side,Entire home_apt,485,0
Manhattan,Nolita,Entire home_apt,310,89
Brooklyn,Williamsburg,Entire home_apt,110,354
Manhattan,Upper West Side,Entire home_apt,109,286
Manhattan,Upper West Side,Entire home_apt,167,252
Brooklyn,Fort Greene,Entire home_apt,147,189
Manhattan,Chelsea,Entire home_apt,220,0
Manhattan,Lower East Side,Entire home_apt,195,271
Manhattan,Little Italy,Entire home_apt,199,0
Manhattan,Financial District,Private room,65,0
Queens,Rego Park,Private room,55,0
Bronx,Wakefield,Private room,50,337
Brooklyn,Kensington,Private room,60,347
Manhattan,East Harlem,Private room,99,127
Manhattan,Harlem,Entire home_apt,130,41
Brooklyn,Williamsburg,Entire home_apt,290,0
Manhattan,Chelsea,Entire home_apt,350,18
Brooklyn,Crown Heights,Private room,50,158
Queens,Long Island City,Private room,96,270
Brooklyn,Bushwick,Private room,45,88
Queens,Woodside,Private room,85,306
Brooklyn,Bedford-Stuyvesant,Private room,34,216
Manhattan,East Village,Entire home_apt,250,16
Brooklyn,Williamsburg,Private room,190,365
Brooklyn,Williamsburg,Private room,75,365
Brooklyn,Prospect-Lefferts Gardens,Entire home_apt,93,312
Brooklyn,Bedford-Stuyvesant,Private room,60,33
Brooklyn,Bedford-Stuyvesant,Private room,65,0
Manhattan,Midtown,Entire home_apt,125,365
Manhattan,Upper East Side,Entire home_apt,300,27
Manhattan,Greenwich Village,Entire home_apt,150,300
Manhattan,Washington Heights,Entire home_apt,56,216
Manhattan,East Village,Entire home_apt,299,365
Brooklyn,Greenpoint,Private room,60,303
Brooklyn,Fort Greene,Entire home_apt,88,0
Brooklyn,Williamsburg,Private room,60,161
Manhattan,West Village,Entire home_apt,1300,297
Manhattan,East Harlem,Private room,200,0
Manhattan,Harlem,Private room,99,50
Brooklyn,Bushwick,Entire home_apt,110,28
Brooklyn,Clinton Hill,Entire home_apt,135,317
Manhattan,Upper East Side,Entire home_apt,110,275
Brooklyn,Bedford-Stuyvesant,Entire home_apt,165,80
Brooklyn,Sunset Park,Entire home_apt,127,365
Brooklyn,Prospect Heights,Entire home_apt,402,340
Manhattan,Harlem,Private room,85,97
Brooklyn,Greenpoint,Private room,75,365
Manhattan,East Village,Entire home_apt,139,314
Brooklyn,Prospect-Lefferts Gardens,Entire home_apt,70,0
Manhattan,East Harlem,Private room,50,339
Queens,Astoria,Private room,30,0
Manhattan,West Village,Entire home_apt,250,35
Brooklyn,Crown Heights,Private room,64,0
Manhattan,Harlem,Entire home_apt,300,365
Brooklyn,Bedford-Stuyvesant,Entire home_apt,800,257
Brooklyn,Bedford-Stuyvesant,Entire home_apt,100,5
Brooklyn,Crown Heights,Entire home_apt,250,0
Manhattan,West Village,Entire home_apt,200,0
Brooklyn,Greenpoint,Entire home_apt,140,0
Manhattan,Harlem,Private room,130,304
Brooklyn,Kensington,Entire home_apt,90,286
Manhattan,Chinatown,Entire home_apt,90,0
Brooklyn,Bedford-Stuyvesant,Private room,97,118
Brooklyn,Gowanus,Entire home_apt,91,265
Brooklyn,Park Slope,Private room,125,303
Brooklyn,Cypress Hills,Private room,75,0
Manhattan,East Village,Entire home_apt,180,125
Brooklyn,Williamsburg,Entire home_apt,300,354
Brooklyn,Williamsburg,Entire home_apt,100,6
Manhattan,Hell's Kitchen,Entire home_apt,175,0
Brooklyn,South Slope,Private room,65,80
Manhattan,West Village,Entire home_apt,240,134
Manhattan,East Village,Private room,300,0
Manhattan,Chelsea,Entire home_apt,385,364
Brooklyn,Bushwick,Private room,47,0
Brooklyn,Crown Heights,Entire home_apt,110,297
Manhattan,Harlem,Private room,75,0
Brooklyn,Bedford-Stuyvesant,Entire home_apt,100,43
Manhattan,Hell's Kitchen,Entire home_apt,165,10
Brooklyn,Bedford-Stuyvesant,Entire home_apt,300,0
Brooklyn,Cobble Hill,Entire home_apt,140,189
Brooklyn,Williamsburg,Entire home_apt,120,17
Brooklyn,Fort Greene,Entire home_apt,175,289
Brooklyn,Carroll Gardens,Entire home_apt,275,305
Manhattan,East Village,Entire home_apt,179,0
Brooklyn,Carroll Gardens,Entire home_apt,189,0
Manhattan,East Village,Entire home_apt,219,220
Manhattan,West Village,Entire home_apt,450,0
Manhattan,SoHo,Entire home_apt,249,0
Queens,Long Island City,Private room,65,362
Brooklyn,Greenpoint,Entire home_apt,250,121
Manhattan,Chinatown,Entire home_apt,139,153
Manhattan,Upper West Side,Entire home_apt,209,205
Brooklyn,Crown Heights,Entire home_apt,120,310
Queens,Astoria,Entire home_apt,70,0
Manhattan,West Village,Private room,90,236
Manhattan,Hell's Kitchen,Entire home_apt,199,200
Brooklyn,Bushwick,Private room,50,74
Brooklyn,Crown Heights,Entire home_apt,100,0
Manhattan,Harlem,Entire home_apt,110,0
Brooklyn,Williamsburg,Entire home_apt,157,12
Brooklyn,Greenpoint,Entire home_apt,199,84
Queens,Astoria,Entire home_apt,192,0
Brooklyn,Greenpoint,Entire home_apt,199,84
Manhattan,Upper West Side,Entire home_apt,150,0
Brooklyn,Greenpoint,Entire home_apt,199,56
Brooklyn,Greenpoint,Entire home_apt,199,62
Brooklyn,Greenpoint,Entire home_apt,199,81
Brooklyn,Williamsburg,Entire home_apt,105,0
Brooklyn,Williamsburg,Private room,135,310
Brooklyn,Greenpoint,Entire home_apt,199,60
Brooklyn,Williamsburg,Private room,125,0
Brooklyn,Williamsburg,Private room,60,0
Brooklyn,Williamsburg,Entire home_apt,85,0
Manhattan,Upper West Side,Entire home_apt,300,29
Brooklyn,Williamsburg,Private room,75,264
Queens,Elmhurst,Private room,55,341
Brooklyn,Crown Heights,Private room,44,0
Brooklyn,Bedford-Stuyvesant,Private room,55,0
Brooklyn,Williamsburg,Private room,30,0
Brooklyn,Fort Greene,Private room,35,0
Brooklyn,Williamsburg,Private room,70,363
Brooklyn,Williamsburg,Entire home_apt,130,25
Brooklyn,Bedford-Stuyvesant,Private room,52,0
Brooklyn,Williamsburg,Private room,75,358
Manhattan,Upper East Side,Private room,190,0
Manhattan,SoHo,Entire home_apt,250,109
Brooklyn,East New York,Entire home_apt,100,289
Brooklyn,Greenpoint,Entire home_apt,130,188
Manhattan,Harlem,Private room,140,260
Brooklyn,Flatbush,Private room,75,168
Manhattan,East Harlem,Entire home_apt,150,0
Manhattan,East Harlem,Entire home_apt,90,311
Manhattan,Upper West Side,Entire home_apt,295,146
Manhattan,Upper West Side,Entire home_apt,150,2
Brooklyn,Williamsburg,Entire home_apt,180,242
Brooklyn,Fort Greene,Private room,135,0
Brooklyn,Bushwick,Private room,65,46
Manhattan,Upper West Side,Private room,99,365
Brooklyn,Greenpoint,Private room,149,364
Staten Island,Clifton,Private room,59,352
Manhattan,Harlem,Private room,75,301
Manhattan,Harlem,Private room,75,322
Brooklyn,Bedford-Stuyvesant,Private room,75,298
Manhattan,Upper West Side,Entire home_apt,109,285
Brooklyn,Crown Heights,Entire home_apt,225,342
Manhattan,East Harlem,Private room,86,250
Queens,Ridgewood,Private room,52,326
Brooklyn,Prospect Heights,Private room,100,90
Manhattan,Lower East Side,Entire home_apt,99,289
Manhattan,East Village,Private room,89,193
Brooklyn,Bedford-Stuyvesant,Entire home_apt,135,293
Manhattan,West Village,Entire home_apt,199,155
Brooklyn,Kensington,Entire home_apt,89,189
Manhattan,Harlem,Private room,110,248
Brooklyn,Bushwick,Entire home_apt,120,238
Brooklyn,Williamsburg,Private room,59,284
Brooklyn,Bay Ridge,Private room,49,343
Brooklyn,Greenpoint,Private room,79,268
Manhattan,Harlem,Entire home_apt,135,249
Brooklyn,South Slope,Entire home_apt,185,291
Brooklyn,Williamsburg,Entire home_apt,225,0
Manhattan,Gramercy,Entire home_apt,245,0
Manhattan,Washington Heights,Entire home_apt,115,31
Brooklyn,Williamsburg,Entire home_apt,325,0
Brooklyn,Williamsburg,Private room,95,79
Manhattan,West Village,Private room,120,0
Manhattan,Upper West Side,Entire home_apt,499,157
Brooklyn,Williamsburg,Private room,75,277
Manhattan,Upper East Side,Private room,109,353
Brooklyn,Williamsburg,Entire home_apt,160,0
Manhattan,Upper East Side,Entire home_apt,219,280
Manhattan,Upper East Side,Entire home_apt,159,7
Brooklyn,Clinton Hill,Private room,180,266
Manhattan,East Village,Entire home_apt,150,0
Manhattan,Kips Bay,Entire home_apt,106,271
Manhattan,Midtown,Entire home_apt,299,101
Manhattan,Upper West Side,Entire home_apt,179,205
Brooklyn,Crown Heights,Entire home_apt,165,343
Brooklyn,Flatbush,Entire home_apt,500,0
Manhattan,Chinatown,Entire home_apt,250,190
Manhattan,Inwood,Private room,87,310
Brooklyn,Williamsburg,Private room,79,52
Manhattan,Hell's Kitchen,Private room,75,312
Brooklyn,Williamsburg,Entire home_apt,200,0
Manhattan,Harlem,Private room,80,329
Brooklyn,East Flatbush,Entire home_apt,115,333
Brooklyn,East Flatbush,Entire home_apt,115,327
Brooklyn,East Flatbush,Entire home_apt,120,349
Manhattan,Harlem,Private room,125,217
Manhattan,Upper West Side,Entire home_apt,387,0
Manhattan,Hell's Kitchen,Private room,95,80
Manhattan,Upper West Side,Entire home_apt,99,0
Manhattan,Upper East Side,Entire home_apt,121,351
Manhattan,Hell's Kitchen,Entire home_apt,350,362
Manhattan,Harlem,Private room,75,144
Manhattan,Hell's Kitchen,Private room,95,43
Manhattan,Harlem,Private room,89,365
Manhattan,West Village,Private room,195,129
Manhattan,Flatiron District,Private room,160,0
Brooklyn,Sunset Park,Entire home_apt,70,0
Manhattan,Greenwich Village,Private room,100,0
Manhattan,Lower East Side,Entire home_apt,140,0
Manhattan,East Village,Entire home_apt,189,355
Brooklyn,Williamsburg,Private room,160,0
Brooklyn,Park Slope,Entire home_apt,178,280
Brooklyn,Crown Heights,Entire home_apt,145,38
Brooklyn,Park Slope,Entire home_apt,125,31
Manhattan,Chelsea,Entire home_apt,265,324
Brooklyn,Prospect-Lefferts Gardens,Private room,77,365
Manhattan,Upper East Side,Private room,60,0
Manhattan,Chinatown,Entire home_apt,129,171
Manhattan,East Village,Entire home_apt,199,36
Brooklyn,Prospect-Lefferts Gardens,Private room,92,332
Brooklyn,Crown Heights,Entire home_apt,185,0
Manhattan,Midtown,Entire home_apt,110,192
Brooklyn,Williamsburg,Private room,65,139
Manhattan,Midtown,Private room,135,167
Manhattan,Upper East Side,Shared room,115,0
Manhattan,Harlem,Private room,175,10
Manhattan,Upper West Side,Private room,3000,365
Brooklyn,Williamsburg,Private room,72,110
Brooklyn,Park Slope,Private room,80,0
Brooklyn,Crown Heights,Entire home_apt,125,0
Brooklyn,Greenpoint,Private room,120,242
Brooklyn,Williamsburg,Private room,94,22
Brooklyn,Prospect Heights,Private room,56,0
Manhattan,East Village,Entire home_apt,549,200
Brooklyn,Greenpoint,Entire home_apt,190,0
Brooklyn,Williamsburg,Private room,129,87
Brooklyn,Bedford-Stuyvesant,Entire home_apt,85,202
Staten Island,Graniteville,Private room,20,226
Manhattan,Upper West Side,Entire home_apt,145,0
Manhattan,Hell's Kitchen,Entire home_apt,200,327
Brooklyn,Park Slope,Entire home_apt,125,262
Brooklyn,Sheepshead Bay,Entire home_apt,50,0
Manhattan,Harlem,Private room,160,359
Manhattan,Harlem,Private room,180,348
Manhattan,Inwood,Private room,100,0
Brooklyn,Williamsburg,Private room,70,0
Bronx,Spuyten Duyvil,Entire home_apt,120,318
Staten Island,Stapleton,Private room,110,363
Manhattan,Upper East Side,Private room,105,70
Manhattan,Midtown,Entire home_apt,250,0
Manhattan,Kips Bay,Private room,74,90
Manhattan,Harlem,Entire home_apt,165,15
Manhattan,Washington Heights,Private room,99,335
Manhattan,Gramercy,Entire home_apt,125,0
Queens,Briarwood,Private room,75,0
Queens,Ozone Park,Shared room,45,364
Brooklyn,Columbia St,Entire home_apt,159,34
Brooklyn,Williamsburg,Private room,45,242
Manhattan,Hell's Kitchen,Private room,104,147
Manhattan,Financial District,Entire home_apt,225,169
Manhattan,Nolita,Private room,100,188
Brooklyn,Greenpoint,Private room,90,89
Queens,Briarwood,Private room,75,189
Manhattan,Flatiron District,Entire home_apt,350,0
Manhattan,Harlem,Entire home_apt,135,253
Manhattan,Upper West Side,Private room,125,311
Manhattan,East Village,Entire home_apt,225,0
Manhattan,Harlem,Private room,85,363
Manhattan,Upper East Side,Entire home_apt,200,224
Brooklyn,South Slope,Entire home_apt,250,5
Manhattan,Lower East Side,Private room,90,301
Brooklyn,Bushwick,Entire home_apt,130,0
Brooklyn,Prospect-Lefferts Gardens,Entire home_apt,90,50
Brooklyn,Carroll Gardens,Entire home_apt,298,296
Manhattan,Upper East Side,Entire home_apt,300,84
Manhattan,Harlem,Private room,125,365
Manhattan,East Harlem,Private room,125,212
Manhattan,Midtown,Private room,145,181
Manhattan,East Village,Entire home_apt,147,0
Brooklyn,Williamsburg,Private room,123,158
